ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
l-269385;120901;JUNIN;CHUPACA;CHUPACA;-12.0654536;-75.2786869;Avenida Los Héroes;VECINAL;DISTRITAL;PROVINCIAL;1
l-275515;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0497914;-75.2155322;Avenida Ferrocarril / Jr. Los Manzanos;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-226511;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.225875;-79.431476;AV 28 DE JULIO Y CALLE LIMA;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-323738;120401;JUNIN;JAUJA;JAUJA;-11.7840171;-75.481769;Avenida Héroes de la Breña;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-365234;120119;JUNIN;HUANCAYO;HUANCAN;-12.1149032;-75.2239647;-;VECINAL;DISTRITAL;DISTRITAL;1
l-36771;120107;JUNIN;HUANCAYO;CHILCA;-12.0903844;-75.2150247;Avenida 9 de Diciembre / Avenida Ferrocarril;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-36774;120107;JUNIN;HUANCAYO;CHILCA;-12.0905205;-75.2150606;Avenida 9 de Diciembre / Avenida Ferrocarril;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-378420;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0698966;-75.2047543;Avenida Ferrocarril / Prolongación Piura Nueva;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-396088;120901;JUNIN;CHUPACA;CHUPACA;-12.0884904;-75.2858292;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-427502;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0765412;-75.2231896;Avenida Catalina Huanca / Jr. Lima;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-430339;120905;JUNIN;CHUPACA;HUAMANCACA CHICO;-12.0793742;-75.2493987;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-430340;120905;JUNIN;CHUPACA;HUAMANCACA CHICO;-12.0790839;-75.2494016;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-434663;120601;JUNIN;SATIPO;SATIPO;-11.2470092;-74.6344155;Calle 5 / Calle San Martín / Calle Santos Cura de Ars;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-434666;120601;JUNIN;SATIPO;SATIPO;-11.2464582;-74.6341789;Calle 6 / Calle San Martín;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-434829;120601;JUNIN;SATIPO;SATIPO;-11.2582487;-74.6379133;Jr. 1 de Noviembre / Jr. Julio C. Tello;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-434840;120601;JUNIN;SATIPO;SATIPO;-11.2467251;-74.6342935;Calle San Martín / Calle Santa María;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-436348;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0729981;-75.1975921;Avenida Ocopilla / Circunvalacion;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-436552;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0710426;-75.2030187;Jr. Atahualpa / Prolongación Huanuco;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-436554;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0727476;-75.1979405;Avenida José Gálvez / Pasaje Castellanos;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-436559;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0729872;-75.1975358;Avenida Ocopilla / Circunvalacion;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-437650;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0739015;-75.2103809;Jr. Cajamarca / Jr. La Libertad;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-437814;120107;JUNIN;HUANCAYO;CHILCA;-12.083731;-75.2124065;Avenida Ferrocarril / Jr. Huallaga;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-476273;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0505992;-75.2214302;Jr. Jorge Chavez / Mariscal Castilla;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-476445;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0500235;-75.2158943;Jr. Los Manzanos / Pasaje Tovar;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-483344;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0624991;-75.2025514;Pasaje San Antonio / Prolongación Cusco;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-483346;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0623346;-75.2022498;Avenida Leandra Torres / Prolongación Cusco;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-483462;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0706747;-75.203172;Jr. Atahualpa / Pasaje Andaluz;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-484152;120107;JUNIN;HUANCAYO;CHILCA;-12.0832773;-75.2124647;Avenida Leoncio Prado / Jr. Huallaga;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-216714;180301;MOQUEGUA;ILO;ILO;-17.646184;-71.344723;Jr Callao con Jr 28 de Julio;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-484153;120107;JUNIN;HUANCAYO;CHILCA;-12.0833669;-75.2124532;Avenida Leoncio Prado / Jr. Huallaga;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-488486;120107;JUNIN;HUANCAYO;CHILCA;-12.0805779;-75.1901123;Pasaje Gutarra / Pasaje Palian;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-525563;120302;JUNIN;CHANCHAMAYO;PERENE;-10.9243961;-74.8802495;-;VECINAL;DISTRITAL;DISTRITAL;1
l-569338;120601;JUNIN;SATIPO;SATIPO;-11.2468503;-74.634153;Calle Santa María / Pasaje Raymondi;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-586081;120119;JUNIN;HUANCAYO;HUANCAN;-12.1050045;-75.1896098;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-641551;120302;JUNIN;CHANCHAMAYO;PERENE;-10.9240684;-74.8796669;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-655074;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9253186;-74.8688684;Pasaje Las Almendras;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-67079;120107;JUNIN;HUANCAYO;CHILCA;-12.0811283;-75.18986;Avenida Proceres / Jr. Santa Rosa / Tupac Amarú;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-67091;120107;JUNIN;HUANCAYO;CHILCA;-12.0810864;-75.1900697;Avenida Proceres / Pasaje Gutarra;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-67531;120107;JUNIN;HUANCAYO;CHILCA;-12.0904741;-75.2151987;Avenida 9 de Diciembre / Avenida Ferrocarril;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-67761;120107;JUNIN;HUANCAYO;CHILCA;-12.0905745;-75.2152243;12 de Setiembre / Avenida 9 de Diciembre / Avenida Ferrocarril;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-68011;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0625035;-75.2262037;Avenida Las Colinas / Jr. Los Bosques;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-68504;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0615896;-75.203055;Avenida Centenario / Jr. Pichcus;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-68769;120107;JUNIN;HUANCAYO;CHILCA;-12.0905408;-75.2151094;Avenida 9 de Diciembre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-32839;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.13184;-79.051106;AV. HUAMAN CON AV. JUAN PABLO II;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-68956;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0553949;-75.2128473;Avenida Ferrocarril / Jr. Santiago Moreno;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-68967;120107;JUNIN;HUANCAYO;CHILCA;-12.090585;-75.2153105;Avenida 9 de Diciembre;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-69019;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0497196;-75.2154078;Avenida Ferrocarril / Jr. Los Manzanos;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-69049;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0695463;-75.1995784;Jr. Los Comuneros / Prolongación Huanuco;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-69053;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0699453;-75.204844;Avenida Ferrocarril / Jr. Piura / Prolongación Piura Nueva;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-69218;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0502206;-75.2217428;Mariscal Castilla / Pasaje Cenepa;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-69220;120114;JUNIN;HUANCAYO;EL TAMBO;-12.050634;-75.2214852;Jr. Jorge Chavez / Mariscal Castilla;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-701449;120101;JUNIN;HUANCAYO;HUANCAYO;-12.073042;-75.1979009;Avenida José Gálvez / Avenida Ocopilla;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-709946;120119;JUNIN;HUANCAYO;HUANCAN;-12.1145352;-75.2239932;-;VECINAL;DISTRITAL;DISTRITAL;1
l-111995;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.0878348;-79.0423607;Avenida José Gabriel Condorcanqui;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-111998;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.0915268;-79.0406924;Avenida Indoamerica / Avenida José Gabriel Condorcanqui / Avenida Metropolitana 1;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-112000;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0843346;-79.0439431;Avenida José Gabriel Condorcanqui / Calle Carlos Maria de Alvear / Pasaje 1;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112007;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0656957;-79.0513385;Avenida José Gabriel Condorcanqui / Calle Miguel Barreyros;NO ASIGNADO;DISTRITAL;DISTRITAL;3
l-112011;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0326655;-79.0618761;Avenida Miguel Grau / Calle José Carlos Mariátegui;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-22228;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.371005;-74.560688;JR. Iparia con JR . Garcilaso de la Vega;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-112015;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0242201;-79.0645712;Avenida Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112016;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0246215;-79.0644435;Avenida Miguel Grau / Calle Ramon Castilla;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112017;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0326105;-79.0618874;Avenida Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112018;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0319159;-79.0620929;Avenida Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-112035;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0733676;-79.0488843;Avenida José Gabriel Condorcanqui / Avenida Tahuantinsuyo / Calle Joaquin Olmedo;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112036;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0742704;-79.0480053;Avenida Tahuantinsuyo / Calle Mariano Moreno;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112037;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0734419;-79.0486731;Avenida José Gabriel Condorcanqui / Avenida Tahuantinsuyo;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-112038;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.10322;-79.0238307;Avenida Miraflores / Avenida Túpac Amaru / Calle Amazonas;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-123396;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4000164;-79.5630344;-;VECINAL;DISTRITAL;DISTRITAL;1
l-123402;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4000084;-79.563489;-;VECINAL;DISTRITAL;DISTRITAL;1
l-123424;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4000689;-79.5634878;-;VECINAL;DISTRITAL;DISTRITAL;1
l-126911;131202;LA LIBERTAD;VIRU;CHAO;-8.5389535;-78.6731334;Calle Micaela Bastidas / José Aberlardo Quiñones;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-126912;131202;LA LIBERTAD;VIRU;CHAO;-8.5385401;-78.6733471;Calle Micaela Bastidas / Calle Sánchez Carrión;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-126950;131202;LA LIBERTAD;VIRU;CHAO;-8.5419081;-78.6811988;-;VECINAL;DISTRITAL;DISTRITAL;1
l-127023;131202;LA LIBERTAD;VIRU;CHAO;-8.5740661;-78.6990102;-;VECINAL;DISTRITAL;DISTRITAL;1
l-142196;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.04901;-79.056839;Avenida José Gabriel Condorcanqui / Avenida Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-142197;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0489378;-79.0566535;Avenida José Gabriel Condorcanqui / Avenida Miguel Grau;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-167618;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2469025;-79.4630359;Jr. San Eugenio / Prolongación Jr. Ayacucho;VECINAL;DISTRITAL;DISTRITAL;1
l-22440;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;-8.36004;-74.574254;JR. Callería con JR. Nueva Luz de Fátima;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-167622;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2467817;-79.4633184;Prolongación Jr. Ayacucho;VECINAL;DISTRITAL;DISTRITAL;1
l-167635;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2380262;-79.4686133;Avenida Manuel Seoane / Calle Manuel Escorza;VECINAL;DISTRITAL;DISTRITAL;1
l-167647;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2378057;-79.4688938;Avenida Manuel Seoane / Jr. Unión;VECINAL;DISTRITAL;DISTRITAL;1
l-167648;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2396372;-79.4648916;Avenida Manuel Seoane / Calle Francisco Bolognesi;VECINAL;DISTRITAL;DISTRITAL;1
l-167654;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2387432;-79.4677073;Avenida Manuel Seoane / Jr. Justo Albújar;VECINAL;DISTRITAL;DISTRITAL;1
l-167661;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.2386725;-79.4678049;Avenida Manuel Seoane / Calle López Albújar;VECINAL;DISTRITAL;DISTRITAL;1
l-168074;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1032226;-79.0239723;Avenida Miraflores / Avenida Túpac Amaru;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182343;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8141336;-78.0436079;Jr. Hospital / Jr. Humberto Ledesma;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182346;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8145655;-78.0436734;Jr. Ascate / Jr. Hospital / Jr. Independencia;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182357;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.81418;-78.0436149;Jr. Hospital / Pasaje Victor Raul;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182501;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4245327;-79.5054396;Jr. Transversal Áncash;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182502;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4245742;-79.5052182;Jr. Transversal Áncash / Jr. Zepita;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-182546;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4240744;-79.5033121;Avenida Centenario / Jr. Manuel Herrera;VECINAL;DISTRITAL;PROVINCIAL;2
l-182549;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4240973;-79.5031118;Avenida Centenario / Jr. Manuel Herrera;VECINAL;DISTRITAL;PROVINCIAL;2
l-182932;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8162638;-78.0405767;Jr. Andres Avelino Caceres / Jr. Florencia de Mora;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183076;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8175957;-78.033728;Avenida Garcilaso de la Vega / Avenida Ramiro Priale;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183078;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8179877;-78.0333215;Avenida Ramiro Priale;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183128;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8186544;-78.0427923;Jr. Junin / Jr. Ramon Castilla;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183187;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.812029;-78.0305383;-;VECINAL;DISTRITAL;PROVINCIAL;1
l-183204;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8198422;-78.0389009;Jr. Julio Capristan / Jr. Ramon Castilla;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183252;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8201969;-78.0390466;Calle Agua de los Pajaritos / Pasaje San Marcos;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183864;131201;LA LIBERTAD;VIRU;VIRU;-8.4149775;-78.7547065;Avenida Miguel Grau / Avenida Virú / Calle Jorge Cháez / Pasaje La Capilla;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183899;131201;LA LIBERTAD;VIRU;VIRU;-8.4148696;-78.7543647;Calle Bolognesi / Calle Jorge Cháez;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183916;131201;LA LIBERTAD;VIRU;VIRU;-8.4214763;-78.7757763;Avenida Virú;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183961;131201;LA LIBERTAD;VIRU;VIRU;-8.4149651;-78.7545577;Calle Jorge Cháez / Calle Puno;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183989;131201;LA LIBERTAD;VIRU;VIRU;-8.4224759;-78.7785373;Avenida Virú;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183990;131201;LA LIBERTAD;VIRU;VIRU;-8.4214558;-78.7757102;Avenida Virú;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-183994;131201;LA LIBERTAD;VIRU;VIRU;-8.4213782;-78.7753704;Avenida Virú;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-204874;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.3861907;-79.4888848;Carretera San Pedro de Lloc - San José;VECINAL;DISTRITAL;PROVINCIAL;1
l-204901;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.3968741;-79.4989895;Carretera San Pedro de Lloc - San José;VECINAL;DISTRITAL;PROVINCIAL;1
l-210471;130207;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;-7.9620944;-79.2173213;Carretera Chiquitoy - Santiago de Cao;VECINAL;DISTRITAL;DISTRITAL;3
l-228699;200109;PIURA;PIURA;LA ARENA;-5.348314;-80.711628;calle Arequipa con calle Moquegua;VECINAL;DISTRITAL;DISTRITAL;0
l-226541;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2311991;-79.4221204;El Progreso / Jr. San Miguel;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-226574;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2312084;-79.4222887;El Progreso;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-229321;200110;PIURA;PIURA;LA UNION;-5.404206;-80.74153;CALLE LAMBAYEQUE CON JR HUASCAR;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-229357;200110;PIURA;PIURA;LA UNION;-5.390112;-80.739432;CALLE JUAN VELASCO CON CHIRA PIURA;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-229373;200110;PIURA;PIURA;LA UNION;-5.404649;-80.747339;JR ATAHUALPA CON CALLE 03;NO ASIGNADO;DISTRITAL;DISTRITAL;0
l-226590;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2313126;-79.4217566;El Progreso / Independencia;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-226610;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2311619;-79.4217108;El Progreso / Independencia;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-227226;130402;LA LIBERTAD;CHEPEN;PACANGA;-7.1549217;-79.4413038;-;VECINAL;DISTRITAL;DISTRITAL;1
l-227227;130402;LA LIBERTAD;CHEPEN;PACANGA;-7.1544576;-79.440874;-;VECINAL;DISTRITAL;DISTRITAL;1
l-227272;130402;LA LIBERTAD;CHEPEN;PACANGA;-7.1591974;-79.4441735;Avenida Juan Velasco Alvarado;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-227273;130402;LA LIBERTAD;CHEPEN;PACANGA;-7.1594902;-79.4439945;-;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-236091;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1042804;-79.0365627;Avenida Mansiche;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-236190;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;-8.0693602;-79.0343119;Calle Prolongación Blanco Encalada / Calle Ricardo Palma;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-236847;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0926598;-78.9674968;-;VECINAL;DISTRITAL;DISTRITAL;0
l-236848;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.092694;-78.9676361;-;VECINAL;DISTRITAL;DISTRITAL;1
l-237951;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.3094078;-79.4842198;Calle Las Palmeras / Jr. Túpac Amaru;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-238382;130702;LA LIBERTAD;PACASMAYO;GUADALUPE;-7.3093809;-79.4845823;Calle Las Palmeras;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-40654;130107;LA LIBERTAD;TRUJILLO;MOCHE;-8.166197;-79.021426;CALLE LAS AMERICAS CON VIA RURAL;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-288982;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0406688;-79.0592911;Avenida Miguel Grau / Calle Cápac Yupanqui;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-289347;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0419089;-79.0589114;Avenida Miguel Grau / Avenida Pachacútec;NO ASIGNADO;DISTRITAL;DISTRITAL;2
l-291540;130104;LA LIBERTAD;TRUJILLO;HUANCHACO;-8.0718011;-79.1136787;Avenida Cerrito de la Virgen;VECINAL;DISTRITAL;DISTRITAL;1
l-294231;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4129895;-79.5631819;Avenida Elmer Faucett / Calle Las Orquídeas;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-294836;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8096846;-78.0293964;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-294837;130901;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;-7.8094556;-78.029196;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-312830;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1251015;-79.0252799;Avenida América Sur;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-312831;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1230718;-79.0226551;Avenida América Sur;NO ASIGNADO;DISTRITAL;PROVINCIAL;2
l-312832;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1250298;-79.0253112;Avenida América Sur;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-312834;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.123159123;-79.02280143;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;3
l-313603;130801;LA LIBERTAD;PATAZ;TAYABAMBA;-8.2744719;-77.2970147;Jr. Bolivar / Jr. Cesar Vallejo;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-314436;130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;-7.1849791;-79.5187672;Avenida Alameda / Jr. Los Laureles;VECINAL;DISTRITAL;DISTRITAL;1
l-314441;130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;-7.184923;-79.5188442;Avenida Alameda;VECINAL;DISTRITAL;DISTRITAL;1
l-314456;130403;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;-7.1852164;-79.5184175;Avenida Alameda;NO ASIGNADO;DISTRITAL;DISTRITAL;1
l-322114;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1045064;-79.0363244;Avenida Mansiche;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-322115;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1043007;-79.0367014;Avenida Mansiche;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
l-330365;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1230626;-79.0229815;Avenida América Sur / Plaza Miguel Grau;NO ASIGNADO;DISTRITAL;PROVINCIAL;2
l-330370;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.123226973;-79.02272233;-;NO ASIGNADO;DISTRITAL;PROVINCIAL;3
l-335811;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1240896;-79.0298135;Avenida Prolongación César Vallejo / Calle Santa Teresa de Jesús;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-33889;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;-8.1291328;-79.0427043;Avenida Victor Larco Herrera / Juan J. Ganoza;VECINAL;DISTRITAL;DISTRITAL;1
l-33906;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1241552;-79.029709;Avenida Prolongación César Vallejo / Calle Santa Teresa de Jesús;NO ASIGNADO;DISTRITAL;PROVINCIAL;1
l-33907;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1243803;-79.0293162;Calle Santa Teresa de Jesús;NO ASIGNADO;DISTRITAL;PROVINCIAL;0
