ubigeo,departamento,provincia,distrito,slug,tipo,excel_relpath
100705,HUANUCO,MARAÑON,SANTA_ROSA_DE_ALTO_YANAJANCA,HUANUCO-MARAÑON-SANTA_ROSA_DE_ALTO_YANAJANCA,F,ZonasEscolares/excels/HUANUCO-MARAÑON-SANTA_ROSA_DE_ALTO_YANAJANCA.xlsx
100801,HUANUCO,PACHITEA,PANAO,HUANUCO-PACHITEA-PANAO,B,ZonasEscolares/excels/HUANUCO-PACHITEA-PANAO.xlsx
100802,HUANUCO,PACHITEA,CHAGLLA,HUANUCO-PACHITEA-CHAGLLA,F,ZonasEscolares/excels/HUANUCO-PACHITEA-CHAGLLA.xlsx
100803,HUANUCO,PACHITEA,MOLINO,HUANUCO-PACHITEA-MOLINO,F,ZonasEscolares/excels/HUANUCO-PACHITEA-MOLINO.xlsx
100804,HUANUCO,PACHITEA,UMARI,HUANUCO-PACHITEA-UMARI,G,ZonasEscolares/excels/HUANUCO-PACHITEA-UMARI.xlsx
100901,HUANUCO,PUERTO_INCA,PUERTO_INCA,HUANUCO-PUERTO_INCA-PUERTO_INCA,B,ZonasEscolares/excels/HUANUCO-PUERTO_INCA-PUERTO_INCA.xlsx
100902,HUANUCO,PUERTO_INCA,CODO_DEL_POZUZO,HUANUCO-PUERTO_INCA-CODO_DEL_POZUZO,G,ZonasEscolares/excels/HUANUCO-PUERTO_INCA-CODO_DEL_POZUZO.xlsx
100903,HUANUCO,PUERTO_INCA,HONORIA,HUANUCO-PUERTO_INCA-HONORIA,G,ZonasEscolares/excels/HUANUCO-PUERTO_INCA-HONORIA.xlsx
100904,HUANUCO,PUERTO_INCA,TOURNAVISTA,HUANUCO-PUERTO_INCA-TOURNAVISTA,G,ZonasEscolares/excels/HUANUCO-PUERTO_INCA-TOURNAVISTA.xlsx
100905,HUANUCO,PUERTO_INCA,YUYAPICHIS,HUANUCO-PUERTO_INCA-YUYAPICHIS,G,ZonasEscolares/excels/HUANUCO-PUERTO_INCA-YUYAPICHIS.xlsx
101001,HUANUCO,LAURICOCHA,JESUS,HUANUCO-LAURICOCHA-JESUS,B,ZonasEscolares/excels/HUANUCO-LAURICOCHA-JESUS.xlsx
101002,HUANUCO,LAURICOCHA,BAÑOS,HUANUCO-LAURICOCHA-BAÑOS,F,ZonasEscolares/excels/HUANUCO-LAURICOCHA-BAÑOS.xlsx
101003,HUANUCO,LAURICOCHA,JIVIA,HUANUCO-LAURICOCHA-JIVIA,G,ZonasEscolares/excels/HUANUCO-LAURICOCHA-JIVIA.xlsx
101004,HUANUCO,LAURICOCHA,QUEROPALCA,HUANUCO-LAURICOCHA-QUEROPALCA,E,ZonasEscolares/excels/HUANUCO-LAURICOCHA-QUEROPALCA.xlsx
101005,HUANUCO,LAURICOCHA,RONDOS,HUANUCO-LAURICOCHA-RONDOS,G,ZonasEscolares/excels/HUANUCO-LAURICOCHA-RONDOS.xlsx
101006,HUANUCO,LAURICOCHA,SAN_FRANCISCO_DE_ASIS,HUANUCO-LAURICOCHA-SAN_FRANCISCO_DE_ASIS,F,ZonasEscolares/excels/HUANUCO-LAURICOCHA-SAN_FRANCISCO_DE_ASIS.xlsx
101007,HUANUCO,LAURICOCHA,SAN_MIGUEL_DE_CAURI,HUANUCO-LAURICOCHA-SAN_MIGUEL_DE_CAURI,G,ZonasEscolares/excels/HUANUCO-LAURICOCHA-SAN_MIGUEL_DE_CAURI.xlsx
101101,HUANUCO,YAROWILCA,CHAVINILLO,HUANUCO-YAROWILCA-CHAVINILLO,B,ZonasEscolares/excels/HUANUCO-YAROWILCA-CHAVINILLO.xlsx
101102,HUANUCO,YAROWILCA,CAHUAC,HUANUCO-YAROWILCA-CAHUAC,F,ZonasEscolares/excels/HUANUCO-YAROWILCA-CAHUAC.xlsx
101103,HUANUCO,YAROWILCA,CHACABAMBA,HUANUCO-YAROWILCA-CHACABAMBA,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-CHACABAMBA.xlsx
101104,HUANUCO,YAROWILCA,APARICIO_POMARES,HUANUCO-YAROWILCA-APARICIO_POMARES,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-APARICIO_POMARES.xlsx
101105,HUANUCO,YAROWILCA,JACAS_CHICO,HUANUCO-YAROWILCA-JACAS_CHICO,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-JACAS_CHICO.xlsx
101106,HUANUCO,YAROWILCA,OBAS,HUANUCO-YAROWILCA-OBAS,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-OBAS.xlsx
101107,HUANUCO,YAROWILCA,PAMPAMARCA,HUANUCO-YAROWILCA-PAMPAMARCA,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-PAMPAMARCA.xlsx
101108,HUANUCO,YAROWILCA,CHORAS,HUANUCO-YAROWILCA-CHORAS,G,ZonasEscolares/excels/HUANUCO-YAROWILCA-CHORAS.xlsx
110101,ICA,ICA,ICA,ICA-ICA-ICA,A,ZonasEscolares/excels/ICA-ICA-ICA.xlsx
110102,ICA,ICA,LA_TINGUIÑA,ICA-ICA-LA_TINGUIÑA,D,ZonasEscolares/excels/ICA-ICA-LA_TINGUIÑA.xlsx
110103,ICA,ICA,LOS_AQUIJES,ICA-ICA-LOS_AQUIJES,D,ZonasEscolares/excels/ICA-ICA-LOS_AQUIJES.xlsx
110104,ICA,ICA,OCUCAJE,ICA-ICA-OCUCAJE,F,ZonasEscolares/excels/ICA-ICA-OCUCAJE.xlsx
110105,ICA,ICA,PACHACUTEC,ICA-ICA-PACHACUTEC,E,ZonasEscolares/excels/ICA-ICA-PACHACUTEC.xlsx
110106,ICA,ICA,PARCONA,ICA-ICA-PARCONA,D,ZonasEscolares/excels/ICA-ICA-PARCONA.xlsx
110107,ICA,ICA,PUEBLO_NUEVO,ICA-ICA-PUEBLO_NUEVO,F,ZonasEscolares/excels/ICA-ICA-PUEBLO_NUEVO.xlsx
110108,ICA,ICA,SALAS,ICA-ICA-SALAS,D,ZonasEscolares/excels/ICA-ICA-SALAS.xlsx
110109,ICA,ICA,SAN_JOSE_DE_LOS_MOLINOS,ICA-ICA-SAN_JOSE_DE_LOS_MOLINOS,E,ZonasEscolares/excels/ICA-ICA-SAN_JOSE_DE_LOS_MOLINOS.xlsx
110110,ICA,ICA,SAN_JUAN_BAUTISTA,ICA-ICA-SAN_JUAN_BAUTISTA,D,ZonasEscolares/excels/ICA-ICA-SAN_JUAN_BAUTISTA.xlsx
110111,ICA,ICA,SANTIAGO,ICA-ICA-SANTIAGO,E,ZonasEscolares/excels/ICA-ICA-SANTIAGO.xlsx
110112,ICA,ICA,SUBTANJALLA,ICA-ICA-SUBTANJALLA,D,ZonasEscolares/excels/ICA-ICA-SUBTANJALLA.xlsx
110113,ICA,ICA,TATE,ICA-ICA-TATE,E,ZonasEscolares/excels/ICA-ICA-TATE.xlsx
110114,ICA,ICA,YAUCA_DEL_ROSARIO,ICA-ICA-YAUCA_DEL_ROSARIO,G,ZonasEscolares/excels/ICA-ICA-YAUCA_DEL_ROSARIO.xlsx
110201,ICA,CHINCHA,CHINCHA_ALTA,ICA-CHINCHA-CHINCHA_ALTA,A,ZonasEscolares/excels/ICA-CHINCHA-CHINCHA_ALTA.xlsx
110202,ICA,CHINCHA,ALTO_LARAN,ICA-CHINCHA-ALTO_LARAN,E,ZonasEscolares/excels/ICA-CHINCHA-ALTO_LARAN.xlsx
110203,ICA,CHINCHA,CHAVIN,ICA-CHINCHA-CHAVIN,G,ZonasEscolares/excels/ICA-CHINCHA-CHAVIN.xlsx
110204,ICA,CHINCHA,CHINCHA_BAJA,ICA-CHINCHA-CHINCHA_BAJA,F,ZonasEscolares/excels/ICA-CHINCHA-CHINCHA_BAJA.xlsx
110205,ICA,CHINCHA,EL_CARMEN,ICA-CHINCHA-EL_CARMEN,F,ZonasEscolares/excels/ICA-CHINCHA-EL_CARMEN.xlsx
110206,ICA,CHINCHA,GROCIO_PRADO,ICA-CHINCHA-GROCIO_PRADO,D,ZonasEscolares/excels/ICA-CHINCHA-GROCIO_PRADO.xlsx
110207,ICA,CHINCHA,PUEBLO_NUEVO,ICA-CHINCHA-PUEBLO_NUEVO,D,ZonasEscolares/excels/ICA-CHINCHA-PUEBLO_NUEVO.xlsx
110208,ICA,CHINCHA,SAN_JUAN_DE_YANAC,ICA-CHINCHA-SAN_JUAN_DE_YANAC,G,ZonasEscolares/excels/ICA-CHINCHA-SAN_JUAN_DE_YANAC.xlsx
110209,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,ICA-CHINCHA-SAN_PEDRO_DE_HUACARPANA,G,ZonasEscolares/excels/ICA-CHINCHA-SAN_PEDRO_DE_HUACARPANA.xlsx
110210,ICA,CHINCHA,SUNAMPE,ICA-CHINCHA-SUNAMPE,D,ZonasEscolares/excels/ICA-CHINCHA-SUNAMPE.xlsx
110211,ICA,CHINCHA,TAMBO_DE_MORA,ICA-CHINCHA-TAMBO_DE_MORA,E,ZonasEscolares/excels/ICA-CHINCHA-TAMBO_DE_MORA.xlsx
110301,ICA,NASCA,NASCA,ICA-NASCA-NASCA,A,ZonasEscolares/excels/ICA-NASCA-NASCA.xlsx
110302,ICA,NASCA,CHANGUILLO,ICA-NASCA-CHANGUILLO,F,ZonasEscolares/excels/ICA-NASCA-CHANGUILLO.xlsx
110303,ICA,NASCA,EL_INGENIO,ICA-NASCA-EL_INGENIO,F,ZonasEscolares/excels/ICA-NASCA-EL_INGENIO.xlsx
110304,ICA,NASCA,MARCONA,ICA-NASCA-MARCONA,E,ZonasEscolares/excels/ICA-NASCA-MARCONA.xlsx
110305,ICA,NASCA,VISTA_ALEGRE,ICA-NASCA-VISTA_ALEGRE,D,ZonasEscolares/excels/ICA-NASCA-VISTA_ALEGRE.xlsx
110401,ICA,PALPA,PALPA,ICA-PALPA-PALPA,B,ZonasEscolares/excels/ICA-PALPA-PALPA.xlsx
110402,ICA,PALPA,LLIPATA,ICA-PALPA-LLIPATA,E,ZonasEscolares/excels/ICA-PALPA-LLIPATA.xlsx
110403,ICA,PALPA,RIO_GRANDE,ICA-PALPA-RIO_GRANDE,F,ZonasEscolares/excels/ICA-PALPA-RIO_GRANDE.xlsx
110404,ICA,PALPA,SANTA_CRUZ,ICA-PALPA-SANTA_CRUZ,F,ZonasEscolares/excels/ICA-PALPA-SANTA_CRUZ.xlsx
110405,ICA,PALPA,TIBILLO,ICA-PALPA-TIBILLO,F,ZonasEscolares/excels/ICA-PALPA-TIBILLO.xlsx
110501,ICA,PISCO,PISCO,ICA-PISCO-PISCO,A,ZonasEscolares/excels/ICA-PISCO-PISCO.xlsx
110502,ICA,PISCO,HUANCANO,ICA-PISCO-HUANCANO,G,ZonasEscolares/excels/ICA-PISCO-HUANCANO.xlsx
110503,ICA,PISCO,HUMAY,ICA-PISCO-HUMAY,F,ZonasEscolares/excels/ICA-PISCO-HUMAY.xlsx
110504,ICA,PISCO,INDEPENDENCIA,ICA-PISCO-INDEPENDENCIA,F,ZonasEscolares/excels/ICA-PISCO-INDEPENDENCIA.xlsx
110505,ICA,PISCO,PARACAS,ICA-PISCO-PARACAS,E,ZonasEscolares/excels/ICA-PISCO-PARACAS.xlsx
110506,ICA,PISCO,SAN_ANDRES,ICA-PISCO-SAN_ANDRES,D,ZonasEscolares/excels/ICA-PISCO-SAN_ANDRES.xlsx
110507,ICA,PISCO,SAN_CLEMENTE,ICA-PISCO-SAN_CLEMENTE,D,ZonasEscolares/excels/ICA-PISCO-SAN_CLEMENTE.xlsx
110508,ICA,PISCO,TUPAC_AMARU_INCA,ICA-PISCO-TUPAC_AMARU_INCA,D,ZonasEscolares/excels/ICA-PISCO-TUPAC_AMARU_INCA.xlsx
120101,JUNIN,HUANCAYO,HUANCAYO,JUNIN-HUANCAYO-HUANCAYO,A,ZonasEscolares/excels/JUNIN-HUANCAYO-HUANCAYO.xlsx
120104,JUNIN,HUANCAYO,CARHUACALLANGA,JUNIN-HUANCAYO-CARHUACALLANGA,E,ZonasEscolares/excels/JUNIN-HUANCAYO-CARHUACALLANGA.xlsx
120105,JUNIN,HUANCAYO,CHACAPAMPA,JUNIN-HUANCAYO-CHACAPAMPA,F,ZonasEscolares/excels/JUNIN-HUANCAYO-CHACAPAMPA.xlsx
120106,JUNIN,HUANCAYO,CHICCHE,JUNIN-HUANCAYO-CHICCHE,F,ZonasEscolares/excels/JUNIN-HUANCAYO-CHICCHE.xlsx
120107,JUNIN,HUANCAYO,CHILCA,JUNIN-HUANCAYO-CHILCA,D,ZonasEscolares/excels/JUNIN-HUANCAYO-CHILCA.xlsx
120108,JUNIN,HUANCAYO,CHONGOS_ALTO,JUNIN-HUANCAYO-CHONGOS_ALTO,F,ZonasEscolares/excels/JUNIN-HUANCAYO-CHONGOS_ALTO.xlsx
120111,JUNIN,HUANCAYO,CHUPURO,JUNIN-HUANCAYO-CHUPURO,F,ZonasEscolares/excels/JUNIN-HUANCAYO-CHUPURO.xlsx
120112,JUNIN,HUANCAYO,COLCA,JUNIN-HUANCAYO-COLCA,F,ZonasEscolares/excels/JUNIN-HUANCAYO-COLCA.xlsx
120113,JUNIN,HUANCAYO,CULLHUAS,JUNIN-HUANCAYO-CULLHUAS,F,ZonasEscolares/excels/JUNIN-HUANCAYO-CULLHUAS.xlsx
120114,JUNIN,HUANCAYO,EL_TAMBO,JUNIN-HUANCAYO-EL_TAMBO,D,ZonasEscolares/excels/JUNIN-HUANCAYO-EL_TAMBO.xlsx
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,JUNIN-HUANCAYO-HUACRAPUQUIO,E,ZonasEscolares/excels/JUNIN-HUANCAYO-HUACRAPUQUIO.xlsx
120117,JUNIN,HUANCAYO,HUALHUAS,JUNIN-HUANCAYO-HUALHUAS,D,ZonasEscolares/excels/JUNIN-HUANCAYO-HUALHUAS.xlsx
120119,JUNIN,HUANCAYO,HUANCAN,JUNIN-HUANCAYO-HUANCAN,D,ZonasEscolares/excels/JUNIN-HUANCAYO-HUANCAN.xlsx
120120,JUNIN,HUANCAYO,HUASICANCHA,JUNIN-HUANCAYO-HUASICANCHA,E,ZonasEscolares/excels/JUNIN-HUANCAYO-HUASICANCHA.xlsx
120121,JUNIN,HUANCAYO,HUAYUCACHI,JUNIN-HUANCAYO-HUAYUCACHI,D,ZonasEscolares/excels/JUNIN-HUANCAYO-HUAYUCACHI.xlsx
120122,JUNIN,HUANCAYO,INGENIO,JUNIN-HUANCAYO-INGENIO,E,ZonasEscolares/excels/JUNIN-HUANCAYO-INGENIO.xlsx
120124,JUNIN,HUANCAYO,PARIAHUANCA,JUNIN-HUANCAYO-PARIAHUANCA,G,ZonasEscolares/excels/JUNIN-HUANCAYO-PARIAHUANCA.xlsx
120125,JUNIN,HUANCAYO,PILCOMAYO,JUNIN-HUANCAYO-PILCOMAYO,D,ZonasEscolares/excels/JUNIN-HUANCAYO-PILCOMAYO.xlsx
120126,JUNIN,HUANCAYO,PUCARA,JUNIN-HUANCAYO-PUCARA,F,ZonasEscolares/excels/JUNIN-HUANCAYO-PUCARA.xlsx
120127,JUNIN,HUANCAYO,QUICHUAY,JUNIN-HUANCAYO-QUICHUAY,F,ZonasEscolares/excels/JUNIN-HUANCAYO-QUICHUAY.xlsx
120128,JUNIN,HUANCAYO,QUILCAS,JUNIN-HUANCAYO-QUILCAS,E,ZonasEscolares/excels/JUNIN-HUANCAYO-QUILCAS.xlsx
120129,JUNIN,HUANCAYO,SAN_AGUSTIN,JUNIN-HUANCAYO-SAN_AGUSTIN,D,ZonasEscolares/excels/JUNIN-HUANCAYO-SAN_AGUSTIN.xlsx
120130,JUNIN,HUANCAYO,SAN_JERONIMO_DE_TUNAN,JUNIN-HUANCAYO-SAN_JERONIMO_DE_TUNAN,E,ZonasEscolares/excels/JUNIN-HUANCAYO-SAN_JERONIMO_DE_TUNAN.xlsx
120132,JUNIN,HUANCAYO,SAÑO,JUNIN-HUANCAYO-SAÑO,E,ZonasEscolares/excels/JUNIN-HUANCAYO-SAÑO.xlsx
120133,JUNIN,HUANCAYO,SAPALLANGA,JUNIN-HUANCAYO-SAPALLANGA,D,ZonasEscolares/excels/JUNIN-HUANCAYO-SAPALLANGA.xlsx
120134,JUNIN,HUANCAYO,SICAYA,JUNIN-HUANCAYO-SICAYA,D,ZonasEscolares/excels/JUNIN-HUANCAYO-SICAYA.xlsx
120135,JUNIN,HUANCAYO,SANTO_DOMINGO_DE_ACOBAMBA,JUNIN-HUANCAYO-SANTO_DOMINGO_DE_ACOBAMBA,G,ZonasEscolares/excels/JUNIN-HUANCAYO-SANTO_DOMINGO_DE_ACOBAMBA.xlsx
120136,JUNIN,HUANCAYO,VIQUES,JUNIN-HUANCAYO-VIQUES,E,ZonasEscolares/excels/JUNIN-HUANCAYO-VIQUES.xlsx
120201,JUNIN,CONCEPCION,CONCEPCION,JUNIN-CONCEPCION-CONCEPCION,B,ZonasEscolares/excels/JUNIN-CONCEPCION-CONCEPCION.xlsx
120202,JUNIN,CONCEPCION,ACO,JUNIN-CONCEPCION-ACO,E,ZonasEscolares/excels/JUNIN-CONCEPCION-ACO.xlsx
120203,JUNIN,CONCEPCION,ANDAMARCA,JUNIN-CONCEPCION-ANDAMARCA,G,ZonasEscolares/excels/JUNIN-CONCEPCION-ANDAMARCA.xlsx
120204,JUNIN,CONCEPCION,CHAMBARA,JUNIN-CONCEPCION-CHAMBARA,G,ZonasEscolares/excels/JUNIN-CONCEPCION-CHAMBARA.xlsx
120205,JUNIN,CONCEPCION,COCHAS,JUNIN-CONCEPCION-COCHAS,G,ZonasEscolares/excels/JUNIN-CONCEPCION-COCHAS.xlsx
120206,JUNIN,CONCEPCION,COMAS,JUNIN-CONCEPCION-COMAS,G,ZonasEscolares/excels/JUNIN-CONCEPCION-COMAS.xlsx
120207,JUNIN,CONCEPCION,HEROINAS_TOLEDO,JUNIN-CONCEPCION-HEROINAS_TOLEDO,G,ZonasEscolares/excels/JUNIN-CONCEPCION-HEROINAS_TOLEDO.xlsx
120208,JUNIN,CONCEPCION,MANZANARES,JUNIN-CONCEPCION-MANZANARES,E,ZonasEscolares/excels/JUNIN-CONCEPCION-MANZANARES.xlsx
120209,JUNIN,CONCEPCION,MARISCAL_CASTILLA,JUNIN-CONCEPCION-MARISCAL_CASTILLA,G,ZonasEscolares/excels/JUNIN-CONCEPCION-MARISCAL_CASTILLA.xlsx
120210,JUNIN,CONCEPCION,MATAHUASI,JUNIN-CONCEPCION-MATAHUASI,E,ZonasEscolares/excels/JUNIN-CONCEPCION-MATAHUASI.xlsx
120211,JUNIN,CONCEPCION,MITO,JUNIN-CONCEPCION-MITO,F,ZonasEscolares/excels/JUNIN-CONCEPCION-MITO.xlsx
120212,JUNIN,CONCEPCION,NUEVE_DE_JULIO,JUNIN-CONCEPCION-NUEVE_DE_JULIO,E,ZonasEscolares/excels/JUNIN-CONCEPCION-NUEVE_DE_JULIO.xlsx
120213,JUNIN,CONCEPCION,ORCOTUNA,JUNIN-CONCEPCION-ORCOTUNA,E,ZonasEscolares/excels/JUNIN-CONCEPCION-ORCOTUNA.xlsx
120214,JUNIN,CONCEPCION,SAN_JOSE_DE_QUERO,JUNIN-CONCEPCION-SAN_JOSE_DE_QUERO,F,ZonasEscolares/excels/JUNIN-CONCEPCION-SAN_JOSE_DE_QUERO.xlsx
120215,JUNIN,CONCEPCION,SANTA_ROSA_DE_OCOPA,JUNIN-CONCEPCION-SANTA_ROSA_DE_OCOPA,E,ZonasEscolares/excels/JUNIN-CONCEPCION-SANTA_ROSA_DE_OCOPA.xlsx
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,JUNIN-CHANCHAMAYO-CHANCHAMAYO,A,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-CHANCHAMAYO.xlsx
120302,JUNIN,CHANCHAMAYO,PERENE,JUNIN-CHANCHAMAYO-PERENE,D,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-PERENE.xlsx
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,JUNIN-CHANCHAMAYO-PICHANAQUI,D,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-PICHANAQUI.xlsx
120304,JUNIN,CHANCHAMAYO,SAN_LUIS_DE_SHUARO,JUNIN-CHANCHAMAYO-SAN_LUIS_DE_SHUARO,F,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-SAN_LUIS_DE_SHUARO.xlsx
120305,JUNIN,CHANCHAMAYO,SAN_RAMON,JUNIN-CHANCHAMAYO-SAN_RAMON,D,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-SAN_RAMON.xlsx
120306,JUNIN,CHANCHAMAYO,VITOC,JUNIN-CHANCHAMAYO-VITOC,G,ZonasEscolares/excels/JUNIN-CHANCHAMAYO-VITOC.xlsx
120401,JUNIN,JAUJA,JAUJA,JUNIN-JAUJA-JAUJA,A,ZonasEscolares/excels/JUNIN-JAUJA-JAUJA.xlsx
120402,JUNIN,JAUJA,ACOLLA,JUNIN-JAUJA-ACOLLA,E,ZonasEscolares/excels/JUNIN-JAUJA-ACOLLA.xlsx
120403,JUNIN,JAUJA,APATA,JUNIN-JAUJA-APATA,F,ZonasEscolares/excels/JUNIN-JAUJA-APATA.xlsx
120404,JUNIN,JAUJA,ATAURA,JUNIN-JAUJA-ATAURA,E,ZonasEscolares/excels/JUNIN-JAUJA-ATAURA.xlsx
120405,JUNIN,JAUJA,CANCHAYLLO,JUNIN-JAUJA-CANCHAYLLO,E,ZonasEscolares/excels/JUNIN-JAUJA-CANCHAYLLO.xlsx
120406,JUNIN,JAUJA,CURICACA,JUNIN-JAUJA-CURICACA,G,ZonasEscolares/excels/JUNIN-JAUJA-CURICACA.xlsx
120407,JUNIN,JAUJA,EL_MANTARO,JUNIN-JAUJA-EL_MANTARO,E,ZonasEscolares/excels/JUNIN-JAUJA-EL_MANTARO.xlsx
120408,JUNIN,JAUJA,HUAMALI,JUNIN-JAUJA-HUAMALI,E,ZonasEscolares/excels/JUNIN-JAUJA-HUAMALI.xlsx
120409,JUNIN,JAUJA,HUARIPAMPA,JUNIN-JAUJA-HUARIPAMPA,E,ZonasEscolares/excels/JUNIN-JAUJA-HUARIPAMPA.xlsx
120410,JUNIN,JAUJA,HUERTAS,JUNIN-JAUJA-HUERTAS,E,ZonasEscolares/excels/JUNIN-JAUJA-HUERTAS.xlsx
120411,JUNIN,JAUJA,JANJAILLO,JUNIN-JAUJA-JANJAILLO,G,ZonasEscolares/excels/JUNIN-JAUJA-JANJAILLO.xlsx
120412,JUNIN,JAUJA,JULCAN,JUNIN-JAUJA-JULCAN,E,ZonasEscolares/excels/JUNIN-JAUJA-JULCAN.xlsx
120413,JUNIN,JAUJA,LEONOR_ORDOÑEZ,JUNIN-JAUJA-LEONOR_ORDOÑEZ,E,ZonasEscolares/excels/JUNIN-JAUJA-LEONOR_ORDOÑEZ.xlsx
120414,JUNIN,JAUJA,LLOCLLAPAMPA,JUNIN-JAUJA-LLOCLLAPAMPA,E,ZonasEscolares/excels/JUNIN-JAUJA-LLOCLLAPAMPA.xlsx
120415,JUNIN,JAUJA,MARCO,JUNIN-JAUJA-MARCO,E,ZonasEscolares/excels/JUNIN-JAUJA-MARCO.xlsx
120416,JUNIN,JAUJA,MASMA,JUNIN-JAUJA-MASMA,F,ZonasEscolares/excels/JUNIN-JAUJA-MASMA.xlsx
120417,JUNIN,JAUJA,MASMA_CHICCHE,JUNIN-JAUJA-MASMA_CHICCHE,G,ZonasEscolares/excels/JUNIN-JAUJA-MASMA_CHICCHE.xlsx
120418,JUNIN,JAUJA,MOLINOS,JUNIN-JAUJA-MOLINOS,E,ZonasEscolares/excels/JUNIN-JAUJA-MOLINOS.xlsx
120419,JUNIN,JAUJA,MONOBAMBA,JUNIN-JAUJA-MONOBAMBA,G,ZonasEscolares/excels/JUNIN-JAUJA-MONOBAMBA.xlsx
120420,JUNIN,JAUJA,MUQUI,JUNIN-JAUJA-MUQUI,E,ZonasEscolares/excels/JUNIN-JAUJA-MUQUI.xlsx
120421,JUNIN,JAUJA,MUQUIYAUYO,JUNIN-JAUJA-MUQUIYAUYO,E,ZonasEscolares/excels/JUNIN-JAUJA-MUQUIYAUYO.xlsx
120422,JUNIN,JAUJA,PACA,JUNIN-JAUJA-PACA,F,ZonasEscolares/excels/JUNIN-JAUJA-PACA.xlsx
120423,JUNIN,JAUJA,PACCHA,JUNIN-JAUJA-PACCHA,G,ZonasEscolares/excels/JUNIN-JAUJA-PACCHA.xlsx
120424,JUNIN,JAUJA,PANCAN,JUNIN-JAUJA-PANCAN,F,ZonasEscolares/excels/JUNIN-JAUJA-PANCAN.xlsx
120425,JUNIN,JAUJA,PARCO,JUNIN-JAUJA-PARCO,E,ZonasEscolares/excels/JUNIN-JAUJA-PARCO.xlsx
120426,JUNIN,JAUJA,POMACANCHA,JUNIN-JAUJA-POMACANCHA,F,ZonasEscolares/excels/JUNIN-JAUJA-POMACANCHA.xlsx
120427,JUNIN,JAUJA,RICRAN,JUNIN-JAUJA-RICRAN,F,ZonasEscolares/excels/JUNIN-JAUJA-RICRAN.xlsx
120428,JUNIN,JAUJA,SAN_LORENZO,JUNIN-JAUJA-SAN_LORENZO,E,ZonasEscolares/excels/JUNIN-JAUJA-SAN_LORENZO.xlsx
120429,JUNIN,JAUJA,SAN_PEDRO_DE_CHUNAN,JUNIN-JAUJA-SAN_PEDRO_DE_CHUNAN,E,ZonasEscolares/excels/JUNIN-JAUJA-SAN_PEDRO_DE_CHUNAN.xlsx
120430,JUNIN,JAUJA,SAUSA,JUNIN-JAUJA-SAUSA,D,ZonasEscolares/excels/JUNIN-JAUJA-SAUSA.xlsx
120431,JUNIN,JAUJA,SINCOS,JUNIN-JAUJA-SINCOS,F,ZonasEscolares/excels/JUNIN-JAUJA-SINCOS.xlsx
120432,JUNIN,JAUJA,TUNAN_MARCA,JUNIN-JAUJA-TUNAN_MARCA,E,ZonasEscolares/excels/JUNIN-JAUJA-TUNAN_MARCA.xlsx
120433,JUNIN,JAUJA,YAULI,JUNIN-JAUJA-YAULI,E,ZonasEscolares/excels/JUNIN-JAUJA-YAULI.xlsx
120434,JUNIN,JAUJA,YAUYOS,JUNIN-JAUJA-YAUYOS,D,ZonasEscolares/excels/JUNIN-JAUJA-YAUYOS.xlsx
120501,JUNIN,JUNIN,JUNIN,JUNIN-JUNIN-JUNIN,B,ZonasEscolares/excels/JUNIN-JUNIN-JUNIN.xlsx
120502,JUNIN,JUNIN,CARHUAMAYO,JUNIN-JUNIN-CARHUAMAYO,E,ZonasEscolares/excels/JUNIN-JUNIN-CARHUAMAYO.xlsx
120503,JUNIN,JUNIN,ONDORES,JUNIN-JUNIN-ONDORES,F,ZonasEscolares/excels/JUNIN-JUNIN-ONDORES.xlsx
120504,JUNIN,JUNIN,ULCUMAYO,JUNIN-JUNIN-ULCUMAYO,G,ZonasEscolares/excels/JUNIN-JUNIN-ULCUMAYO.xlsx
120601,JUNIN,SATIPO,SATIPO,JUNIN-SATIPO-SATIPO,A,ZonasEscolares/excels/JUNIN-SATIPO-SATIPO.xlsx
120602,JUNIN,SATIPO,COVIRIALI,JUNIN-SATIPO-COVIRIALI,G,ZonasEscolares/excels/JUNIN-SATIPO-COVIRIALI.xlsx
120603,JUNIN,SATIPO,LLAYLLA,JUNIN-SATIPO-LLAYLLA,G,ZonasEscolares/excels/JUNIN-SATIPO-LLAYLLA.xlsx
120604,JUNIN,SATIPO,MAZAMARI,JUNIN-SATIPO-MAZAMARI,F,ZonasEscolares/excels/JUNIN-SATIPO-MAZAMARI.xlsx
120605,JUNIN,SATIPO,PAMPA_HERMOSA,JUNIN-SATIPO-PAMPA_HERMOSA,G,ZonasEscolares/excels/JUNIN-SATIPO-PAMPA_HERMOSA.xlsx
